,tweets,id,len,date,source,likes,retweets,sentiment
2520,6 week holidays and I’ve had a preventative hysterectomy. So much for relaxing. 2 years and 3 surgeries. 2019 has to be the year of no more medical issues- #cancersucks,1163511324028166149,168,2019-08-19 18:01:31,Twitter for iPhone,3,0,-1
2521,"I lost my dad, my hero, my best friend. I lost the man that gave his heart and soul to his wife, his 3 kids and his 7 grandsons. Daddy, Sam, Shalom, May you Rest In Peace. There will not be a day in this life time that I will not mourn you. #CancerSucks https://t.co/NE0T45XtyE",1163508240879116288,277,2019-08-19 17:49:16,Twitter for iPhone,6,0,1
2522,"Candle lit. Praying for peace.  Love you fiercely &amp; forever Aunt Sue... 
.
.
#cancersucks #wildaunt #peace #wildpair #foreverlove #journey #flameoflife #candle #prayers https://t.co/Xzm1OMRxZX",1163506526843068418,196,2019-08-19 17:42:27,Instagram,1,0,1
2523,"To see my cousin sob and actually say that shes more worried about her arrangement with work being changed more than her scan results after her chemo makes me so angry. 
#cancersucks
#equalityact
#dissabilityact
#Cancer",1163505073529466880,219,2019-08-19 17:36:41,Twitter for Android,0,0,1
2524,"Getting ready to say goodbye to the greatest dog a guy could ever ask for. Belle, you will be missed beyond words. Thank you for 14 fantastic years. #CancerSucks https://t.co/mxmIpI4IYW",1163502924372332544,185,2019-08-19 17:28:08,Twitter for iPhone,80,1,1
2525,"Baseball &amp; a great cause! #CancerSucks

Reserve yours today:
https://t.co/v02ZY4GUxa https://t.co/gS1vF9Vvtn",1163495308099293194,112,2019-08-19 16:57:52,Twitter for Android,3,2,1
2526,Happy birthday dad. We miss you every day.  Its been 4 years that we lost you of cancer.  #cancersucks https://t.co/pmZ47IlZmb,1163493188335804416,126,2019-08-19 16:49:27,Twitter for iPhone,0,0,1
2527,"@JasonCrabbMusic I wish my body would cooperate &amp; do what my mind tells it to do.
Prayers for good results from my thyroid biopsy Thursday. The past week was rough but I'm thankful Dustin's labs were good enough to have chemo. Praying chemo will work as long as possible. 🙏🏼
#CancerSucks",1163491062658162699,291,2019-08-19 16:41:00,Twitter for Android,0,0,1
2528,"Buy here: https://t.co/3PGOO4lhli

 #terpenes #terpenesforsale #terpenesdontlie #terpenesmatter #terpenescience #terpenestation #cannabis #cannabiscommunity #terps #anticancer #cancersupport #cancersucks #alternativehealing #alternativehealingmovement #alternativehealingmethods https://t.co/ykS8fTRL0J",1163490787201441797,302,2019-08-19 16:39:54,Twitter for Android,0,0,0
2529,"#ChildhoodCancer #takeahike #cancersucks @UltimateHikeCS #cureresearch
I am training to hike 22 miles to tell childhood cancer to ""take a hike""! I lost my big sister to cancer and I'm doing this for her. Please support me if you can at https://t.co/SxhPD3IRzt",1163488978047262720,259,2019-08-19 16:32:43,Twitter Web App,0,0,0
2530,Are you looking to show #support during #BreastCancerAwareness Month? Start getting ready with this 20 pack of #hairties! #kenzlaurenz #cancersucks #awareness https://t.co/88V804bRlc https://t.co/n3aWE4soFE,1163487061808226304,206,2019-08-19 16:25:06,Hootsuite Inc.,0,0,1
2531,"REGISTER NOW!!! Discounted pricing ends at midnight!!⁠
⁠
Bring the family-fun for all ages and fitness levels!⁠
⁠
Registration link in the bio!⁠
⁠
#runraceday #odessatx #pinkthebasin #5K #10K #cancersucks #goplayoutside #fitspiration #cupsforacau… https://t.co/FKjduYSGwe https://t.co/O5mu48RPsb",1163485910262042624,295,2019-08-19 16:20:32,IFTTT,0,1,1
2532,"REGISTER NOW!!! Discounted pricing ends at midnight!!⁠
⁠
Bring the family-fun for all ages and fitness levels!⁠
⁠
Registration link in the bio!⁠
⁠
#runraceday #odessatx #pinkthebasin #5K #10K #cancersucks #goplayoutside #fitspiration #cupsforacau… https://t.co/FKjduYSGwe https://t.co/fixj8DVx6Q",1163484806023385088,295,2019-08-19 16:16:08,IFTTT,0,1,1
2533,"Nature gives us yet another cancer fighter. 

D-Limonene
.
https://t.co/pnMq5qm0qH
.
 #terps #anticancer #cancersupport #cancersucks #alternativehealing #alternativehealingmovement #alternativehealingmethods #healing #wellness #holistic #holistichealth #alternativemedicine https://t.co/sXf7R2C12D",1163483388189110273,297,2019-08-19 16:10:30,Twitter for Android,0,0,0
2534,"https://t.co/DJ5SL9VcwY
@NT12MESWTH23/Twitterphilanthropy 
#cancersucks #Donate #retweet #anythinghelps #christianity #gofundme @gofundme #compassion #Tennessee #helpinghand #helpothers #love #dignity https://t.co/kttZO8u0VK",1163481787974266880,224,2019-08-19 16:04:09,Twitter for Android,1,2,1
2535,I hyperventilated in a parking lot yesterday. So ummm no I don’t handle stress well but I do have nice hair. #stress #cancersucks #mydaddy,1163480550801207296,138,2019-08-19 15:59:14,Twitter for iPhone,52,0,1
2536,@dottigee #cancersucks but the camaraderie can be awesome!,1163478254709366785,58,2019-08-19 15:50:06,Twitter Web App,2,0,1
2537,"Register and raise $25 online by noon CST on September 5th and you'll get your choice of a pink YOUnited cape, fanny pack, or retro specs, while supplies last. 
#StridesCLT #CancerSucks #ThinkPink… https://t.co/wE1uXoqLMW",1163478244940754944,221,2019-08-19 15:50:04,Instagram,0,0,-1
2538,@RemiAdeleke Praying for his recovery and for him to get better very soon. #cancersucks,1163474231621050368,87,2019-08-19 15:34:07,Twitter for iPhone,0,0,1
2539,Happy birthday in heaven dad.  #cancersucks https://t.co/bS5KA3a2UB,1163474210800459776,67,2019-08-19 15:34:02,Twitter for iPhone,0,0,1
2540,"Bag pack in Tesco Lisduggan. Thank you for all the support.
.
.
#tesco #tescoireland #deisebuddies #waterford #ireland #survivorsgroup #supportgroup #dragonboatclub #club #dragonboat #paddleon #inspiration #dailyinspiration #rolemodels #cancersucks #fuckcancer #vickyphelan https://t.co/b9RjOFhLzK",1163472130828374018,297,2019-08-19 15:25:46,Twitter for iPhone,7,3,0
2541,"I'm mourning the death of my cousin, Tiffany Jackson, she died last night from Breast Cancer, she was 37 years old, her 2 children have lost their mother. 

#cancersucks",1163470377265377282,169,2019-08-19 15:18:48,Twitter for Android,15,0,1
2542,I really had the best weekend! Partying with a purpose! 💞 #pinkandwhiteparty #breastcancerawareness #cancersucks https://t.co/cURaEZDrUj,1163470274932695040,136,2019-08-19 15:18:24,Twitter for iPhone,8,0,1
2543,"@RunRunRunBTS #cancersucks 
Don't try to bear it alone. Ask for help. You're strong but need rest. Eat healthy foods. Crying is ok; do it whenever, wherever you need to. 💜💜💜",1163469961295273985,173,2019-08-19 15:17:09,Twitter Web App,3,0,1
2544,Birthday cruise with mom #sarahstrong #cancersucks #matriarch https://t.co/OuoMmtmEHc,1163467348990406663,85,2019-08-19 15:06:46,Instagram,1,0,0
2545,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/4LB0gEyfGZ 

@NT12MESWTH23
Medicalbills,chemo,radiation #cancersucks #Help #Support #Donate #BCBestCom #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/n8f7BZytrt",1163466919397285889,292,2019-08-19 15:05:04,Social Media Publisher App ,0,0,0
2546,"Please help us to help others if you not ready to purchase please share the video or give a like to shop&gt;&gt;&gt;&gt; https://t.co/bdOVo9iy3C
#breastcancer #cancer #breastcancerawareness #chemotherapy #cancersucks #cancersurvivor #cancerfighter #breastcancersurvivor #survivor #cancer https://t.co/NdntNRrSeb",1163460666491113472,311,2019-08-19 14:40:13,Twitter for Android,0,0,-1
2547,Feels like I’ve committed a crime and I have to go face the judge for sentencing today. #Cancersucks,1163458304862912513,100,2019-08-19 14:30:50,Twitter for iPhone,4,0,0
2548,"@DollyParton 

Can you please help a Tennessee/Blount County native? Her doctors wont allow her to work nomore while she is under going treatments ... she is in fear of losing everything,  the little bit she has worked so hard for
https://t.co/DJ5SL9VcwY
#cancersucks #Donate",1163456864836902913,275,2019-08-19 14:25:07,Twitter for Android,0,0,-1
2549,"These moments are what life is all about. Leukemia, as bad as a disease it is, brings a lot of love and union to the families who have been through these processes. I can tell from first hand. 

#Leukemiasucks 
#cancersucks https://t.co/WLDz2vBnTy",1163455855544688640,247,2019-08-19 14:21:06,Twitter for iPhone,2,0,1
2550,"Besides meeting people who support and #donate to @StJude, it makes me happy when I come across a #guitar or #skateboard. #walkacrossamerica for #stjude #fundraiser #music #skatelife #cancersucks https://t.co/CTuzvS6qqA",1163455615718572032,219,2019-08-19 14:20:09,Twitter for iPhone,1,1,1
2551,"@DISupdates My kids, hubby and dad (RIP) on the phone because he was to sick to go! That was in 2008! Never had the money to go before that because my kids always came first! Now, cancer and doctor bills have put a crimp in it but were both happy to be alive! #cancersucks",1163455426211516416,272,2019-08-19 14:19:24,Twitter Web App,1,0,1
2552,Pic from a few years ago. Some days I miss having longer hair!  @arobach your hair is looking great!  @GMA #cancersucks #FightLikeAGirl https://t.co/1otSLXpiSo,1163452954617286661,159,2019-08-19 14:09:34,Twitter for iPhone,35,0,1
2553,"I am excited to welcome two of my #HealthyDriven physician colleagues, @fdahdaleh &amp; Samir Undevia, MD to my show for the conclusion of my #CancerSucks Series. We will be discussing #pancreaticcancer live Wed, 8/21 @ 4pm CST on Facebook &amp; Intellectual Radio. #health #Cancer https://t.co/SYV8RiU72Z",1163451901578481664,305,2019-08-19 14:05:23,Buffer,6,3,1
2554,Today is the first oncologist appointment. I think this is finally becoming real for me.  #cancersucks #medtwitter #patopatient,1163451327461990400,127,2019-08-19 14:03:07,Twitter for Android,0,0,1
2555,Ground control to Major Tom! We’re at the halfway point of the race! Got my world blocker headphones for today’s session! Listening to @fwm_pod @BYMPod and @GfromWHOATV to pass the time! #CancerSucks #AllButtsMatter https://t.co/JXlgYJwOM2,1163451080426102784,239,2019-08-19 14:02:08,Twitter for iPhone,65,2,1
2556,I Can’t Believe My Momma Would Have Been 43 Tomorrow 🤯🖤😢  #CancerSucks 😰,1163449241739636736,72,2019-08-19 13:54:49,Twitter for iPhone,0,0,0
2557,"HEY PALS I am running #ChicagoMarathon in October and I'm raising money for kids living w/ cancer through @TeamOneStepCamp. @CampOneStep is BEYOND AMAZING for the work they do. Be a dear &amp; help me get to $1,250? #CancerSucks #PediatricCancer
DONATE TODAy:
https://t.co/gRUZm4c6Jq",1163448033457168385,283,2019-08-19 13:50:01,Sprout Social,0,0,1
2558,A lady that started kindergarten with me lost her son Saturday night. #prayers for his soul and for comfort for the family. #cancersucks #rememberNate,1163444220323094528,150,2019-08-19 13:34:52,Twitter for Android,0,0,0
2559,"Do you know someone that battled with cancer or has cancer? Cancer cannot survive in alkaline environment💙. Pass it on and  help yourself others! Tag a friend!⬇️

Who can guess what's in the picture?

😍
 FOLLOW @YOGASMOKES 

#cancerawareness #cancer #cancermemes #cancersucks https://t.co/b9TV1TKOBz",1163443949119463434,299,2019-08-19 13:33:47,Twitter for Android,0,0,0
2560,"Sign up to stay in the know on winning your own CancerRoadTrip CancerSucks but TravelHeals Could you use a healing retreat? (after cancer, seriously?) https://t.co/g9neYwukdp Check it out. https://t.co/Q9xbsMR5aB",1163443048568823809,212,2019-08-19 13:30:13,The Social Jukebox,0,1,1
2561,@47young1 Everyday fear.  I just spent ten days waiting for biopsy results to come back. Finally was able to breathe normally again after results came back as only scar tissue!! #cancersucks,1163441662774992897,190,2019-08-19 13:24:42,Twitter for iPhone,1,0,1
2562,@MetastaticMom That is me 100%. I take ibuprofen during the day then pain pill at night. So I spend most of the day in pain then sleep pretty good. Rinse and repeat . #cancersucks,1163435067898769409,179,2019-08-19 12:58:30,Twitter for iPhone,4,0,1
2563,"@renedugar Praying for comfort, strength, and healing🙏🏽🙏🏽🙏🏽 #cancersucks",1163431529399422977,72,2019-08-19 12:44:26,Twitter for iPhone,1,0,0
2564,"3 years ago today I heard those 3 life-changing words again:  You have cancer. 

But 3 years later I'm still here. So Fuck Cancer. 

#CancerSucks #Survivor",1163429141754068992,155,2019-08-19 12:34:57,Twitter Web App,17,1,-1
2565,Joy and celebration at the end of treatment...then what? Time to focus on serious health! Sign up to stay in the loop on winning a healing retreat! #CancerSucks but #TravelHeals Could you use a break? https://t.co/g9neYwukdp Check it out. https://t.co/Qo6ge1iEtd,1163426701570990080,262,2019-08-19 12:25:15,The Social Jukebox,0,0,1
2566,@lenny_phil Condolences and healing GLOW for you. #cancersucks,1163425012050796546,62,2019-08-19 12:18:32,Twitter for iPad,0,0,0
2567,Prayers to my cousin #Cancersucks,1163424998515761154,33,2019-08-19 12:18:29,Twitter for iPhone,0,0,0
2568,Oh it’s on I’m ready and raring to go bring on my coffee morning 27/9/19 @macmillancancer #cancersucks https://t.co/fB5KMPbSiN,1163424609787625476,126,2019-08-19 12:16:57,Twitter for iPhone,2,0,1
2569,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/DSRWigRNQk  

@NT12MESWTH23
Medicalbills,chemo,radiation #cancersucks #Help #Support #Donate #Viral_WoW #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/7einA7Vyjv",1163421635908710401,293,2019-08-19 12:05:07,Social Media Publisher App ,0,0,1
2570,"The views don't get much better than this. Join us for PHL24 by registering at the link in our bio...first 50 people to register today get a free t-shirt!

#philly #legacyofhope #phl24 #cancersucks #untiltheresacure #free https://t.co/WeKFF80XLl",1163420508572082176,245,2019-08-19 12:00:39,Hootsuite Inc.,3,0,1
2571,"3) I'm in total shock, heartbroken. Bright side, his appetite is back, so I've increased his food to put some weight back on him.  Gonna make the best of each day, come what may. 🐕🐾😭😭 💔 💔 💔 #Nick #loveofmylife #makethebestofeachday #transitionalcellcarcinoma #cancersucks",1163418863574368256,271,2019-08-19 11:54:07,Twitter for Android,7,0,1
2572,My son is a survivor. He’s one of the few. #cancersucks https://t.co/KUzVJ1ITc8,1163415555531034625,79,2019-08-19 11:40:58,Twitter for iPhone,1,0,-1
2573,After her second dose of chemo (first dose of Dactinomycin) landed us in the hospital for 5 days with a white cell count of 37 where normal is 1500 to 8000.  #NoChildShouldGoThroughThis #CancerSucks #WilmsTumor https://t.co/jzZlVUNjdr,1163413181554933761,234,2019-08-19 11:31:32,Facebook,0,0,1
2574,Have you been recently diagnosed with #ProstateCancer and want to talk with a prostate cancer survivor about your battle? Our #ZeroMENtor program can help you. https://t.co/Ii1Y3whDHx #EndProstateCancer #MensHealth #CancerSucks https://t.co/fQDQ2NkAOH,1163412811298611200,251,2019-08-19 11:30:04,Sprout Social,4,2,0
2575,"@lenny_phil So deeply sorry for your loss Phil 😢😢
#CancerSucks",1163411739729440768,62,2019-08-19 11:25:48,Twitter for iPhone,3,0,-1
2576,"@lenny_phil I am so sorry.♡ And, you're  right. #CancerSucks.",1163410942907961345,61,2019-08-19 11:22:38,Twitter for Android,4,1,-1
2577,I am fundraising for DCC 10. Help me reach my fundraising goal!  #RipDAD #CancerSucks https://t.co/OhGRtIn42l #TackleCancer #DCC10 #CancerFighter via @tacklecancer,1163409165148016642,163,2019-08-19 11:15:34,Twitter Web Client,1,0,0
2578,"@capecod4040 Tell them....  My mum waited with telling me,  because I had already lost my boyfriend,  just two years before she got it, and therefor I had only 1 week with her left to say goodbye.  They would want to know. 

Hope you will recover. So so sorry. ❤️

#CancerSucks",1163405379079933952,277,2019-08-19 11:00:32,Twitter Web App,0,0,-1
2579,Happy birthday in Heaven dad!!!  Miss you everyday!!!  #cancersucks,1163404739301859328,67,2019-08-19 10:57:59,Twitter for iPhone,12,0,1
2580,Feeling strange ... do not have a classroom to get ready for the first time in 19 years ... seems God knew what was coming ... will face a different world starting today ... meeting an oncologist ... the fight begins #cancersucks #nothingwillstopme,1163403929339797504,248,2019-08-19 10:54:46,Twitter for Android,0,0,1
2581,"9 months ago today my husband Jack died with medical assistance.   Here he is in Banff a few months before.   Our last trip together.  He was ill but still able to enjoy the views.   

I miss him. #widowhood #cancerSucks #MAiD https://t.co/QOZL8Kmc24",1163401828966522881,250,2019-08-19 10:46:25,Twitter for iPhone,69,0,1
2582,"Everytime I speak to a cancer survivor, I ask them if they could use a healing retreat. EVERYONE laughs! Of course! Join us on a voyage to wellness. #CancerSucks but #TravelHeals https://t.co/K9dZ8O2yaL https://t.co/79AGgvSg9J",1163398499301580800,226,2019-08-19 10:33:11,The Social Jukebox,2,0,0
2583,"https://t.co/DJ5SL9VcwY
#WorldHumanitarianDay #helpinghand @NT12MESWTH23/twitterphilanthropy 
#cancersucks #Donate #retweet #anythinghelps #gofundme #compassion #generosity @GoFundMe",1163391523834204160,182,2019-08-19 10:05:28,Twitter for Android,0,1,0
2584,"Everytime I speak to a cancer survivor, I ask them if they could use a healing retreat. EVERYONE laughs! Of course! Join us on a voyage to wellness. #CancerSucks but #TravelHeals https://t.co/g9neYwukdp https://t.co/I3mtTODqiP",1163377645297573888,226,2019-08-19 09:10:19,The Social Jukebox,0,0,0
2585,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/MnWR7y1IJ5  

@NT12MESWTH23
Medicalbills,chemo #cancersucks #Help #Support #Donate #ViralExposureCo  #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/xRoEcQvIJe",1163373812802629633,290,2019-08-19 08:55:06,Social Media Publisher App ,0,0,0
2586,@joe11891 @freodockers @TeePee72 She was lovely &amp; a friend of mine it’s very tragic #cancersucks,1163371620972392448,100,2019-08-19 08:46:23,Twitter for iPhone,9,0,-1
2587,@elles_smiley There are no words.  Xx 🤗 🦠#cancersucks,1163361958013411328,53,2019-08-19 08:07:59,Twitter for iPhone,1,0,0
2588,"This is one of the most selfless acts a person can do. My husband said the same thing when we decided to sign him on to a risky Non Hodgkin trial. Unfortunately, he passed before he could start the trial treatment. #PayItForward #cancersucks #alcl https://t.co/6sG5VelA0Y",1163358333690138624,271,2019-08-19 07:53:35,Twitter for iPhone,0,0,0
2589,"Please help by sharing and let's keep raising awareness of childhood cancer
#sickchild #cancerawareness #cancersucks #dipg #parentsworsenightmare #childhoodcancer
#childhoodcancerawareness
@AbbiesArmy #abbiesarmy #islasstones 
https://t.co/UcbHN4TGYi",1163345477884174341,250,2019-08-19 07:02:30,Twitter for Android,4,3,0
2590,Once again I'm walking / stumbling my way around @thekiltwalk in #Edinburgh for @GCP_Edinburgh who are a fantastic organisation. #PMP #cancersucks Help me make a difference for a cause I care about. @everydayherouk #everythingcounts https://t.co/9kkx8hEWAz,1163334836821647362,256,2019-08-19 06:20:13,Twitter for Android,0,0,1
2591,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/b7tszFrNG8  

@NT12MESWTH23
Medicalbills,chemo #cancersucks #Help #Support #Donate #ZUMAZIP #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/u4SQVlv9Eg",1163329880429420544,281,2019-08-19 06:00:31,Social Media Publisher App ,0,0,0
2592,"@TeenMom What a strong woman. I’m in amazement by her courage and her strength. With both my parents, we never talked about them leaving. Maybe it would have been easier (per say): if we had. Either way, it’s so difficult. I’m so sorry. #CancerSucks",1163320144535441408,249,2019-08-19 05:21:50,Twitter for iPad,5,0,-1
2593,Abby looks STUNNING. Her resilience is a true testimony!  #notocancer #cancersucks #survivor #girlboss #weback #divas #girlboss #queenssupportqueens #lifetimetv #Lifetime ##lifetimetvparty #luau #dance #dancemoms… https://t.co/mAvD4eFWjB,1163311898470862853,237,2019-08-19 04:49:04,Instagram,0,0,1
2594,Such strong words to create such a mass of conflicting mental and emotional highs and lows as my sweet Uncle is fighting for his life @OUMedicine in ICU.  #cancersucks https://t.co/S1HBZzsK5s,1163309196680544257,191,2019-08-19 04:38:20,Twitter for iPhone,0,0,1
2595,"Praying this week for those challenged by cancer. We declare in agreement that the cure is released! 🙏🏽❤️🗣️⬇️🔄

#prayerdayerrday
#pray #prayer #memes #agreement #powerinprayer #jesushearsourprayers #fervantprayer #healing #cancersucks #releasethecure https://t.co/lxLvkbtvgj",1163305697934626816,274,2019-08-19 04:24:26,Twitter for Android,2,1,0
2596,"@alexs_journey I've found time flies from scan to scan. My last scans @KUMedCenter @KUcancercenter showed I need 3 additional radiation treatments. I'll do whatever it takes to get through this. Fight on, Little Warrior! #DumbCancer #CancerSucks",1163305205489897474,245,2019-08-19 04:22:28,Twitter for Android,1,0,-1
2597,#SFVOG almost ready to go! #cannabiscommunity #emeraldtriangle #cannabis #cannabiscommunity #medicalmarijuana #humboldt #humboldtcounty #farmtotable #paloverdeappellation #prop215 #california #marijuana #cancersucks #family #blessed #iphonecamera #iphoneography https://t.co/Z1C6nsOm8e,1163300809423015937,285,2019-08-19 04:05:00,Twitter for iPhone,2,0,1
2598,"Happy birthday, grandma. It’s been almost 13 years since you left this earth, but I still miss you every day 💖 #cancersucks",1163291507635490817,123,2019-08-19 03:28:02,Twitter for iPhone,1,0,1
2599,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/xwsn7urw2J  

@NT12MESWTH23
Medicalbills,chemo #cancersucks #Help #Support #Donate #ViralCrowdFundz #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/T6DyneWCXY",1163284590779338755,289,2019-08-19 03:00:33,Social Media Publisher App ,0,0,0
2600,@TheRealCamilleG Agree.  Tomorrow is not guaranteed.  Wishing your Mom well.  #cancersucks,1163278732968304640,90,2019-08-19 02:37:17,Twitter for Android,2,0,0
2601,It’s finally hitting me that my children won’t remember my grandpa and that is so incredibly hard to think about. 😭😭 #cancersucks,1163275071500238848,129,2019-08-19 02:22:44,Twitter for iPhone,0,0,-1
2602,T-minus 5 days until I begin chemotherapy... I’m pretty much feeling like this: #cancersucks 👎🏻 https://t.co/Ko540VNY3N,1163271008960307204,119,2019-08-19 02:06:35,Twitter for iPhone,0,0,1
2603,#dammitdolls have been RESTOCKED!! #getitout #beatitout #footballseason #cancersucks shoplocal #shopdowntown #shopyazoo #downtownyazoo #shopdmyazoo https://t.co/lATP1Fx1La,1163266147334205440,171,2019-08-19 01:47:16,Instagram,0,0,0
2604,"@frankieeg86 @elijahuchiha1 @MikeTaylorShow this is too late for my dad, but hopefully Thunderdome can get the word out so someone else can be saved. #cancersucks #fcancer",1163265152629792768,171,2019-08-19 01:43:19,Twitter for iPhone,1,0,-1
2605,"So Poke had a big surgery this weekend. Thanks to @ColoradoStateU veterinary hospital for taking such great care of her. 
#rescuedog #americanbrittany #dogsofinstagram #tripawd #3leggeddog #cancersucks @ Colorado… https://t.co/OgqCSssjE0",1163262218726772738,237,2019-08-19 01:31:39,Instagram,1,0,1
2606,"Cancer is a road trip in its own right! Diagnosis, treatment, fear and hope. How do you handle it all? Sign up to stay in the loop on winning a healing retreat.  #CancerSucks but #TravelHeals Could you use a break? https://t.co/g9neYwukdp Check it out. https://t.co/LE09yepxdJ",1163260597473091590,276,2019-08-19 01:25:13,The Social Jukebox,0,0,1
2607,Prayers for this sweet angel! #cancersucks https://t.co/33z0MGHmgJ,1163260269809868800,66,2019-08-19 01:23:55,Twitter for iPhone,0,0,1
2608,"RIP to our little boy, Samuel. #cancersucks https://t.co/PdIFx0EqYl",1163259090040164353,67,2019-08-19 01:19:14,Twitter for iPhone,1,0,-1
2609,"My sweet son Chaz,  my brave fighter , I love you so much son ❤❤❤❤
#cancersucks #braincancerawareness
#teamchaz",1163258802776317952,111,2019-08-19 01:18:05,Twitter for Android,0,0,1
2610,@pulte You hate to see it. but more power to her and may she rest comfortably knowing her sacrifice is not in vain #CancerSucks #FindTheCure,1163256724842672128,140,2019-08-19 01:09:50,Twitter for Android,0,0,1
2611,"@happyshell4life @RodneyChilders4 Praying for Daniel, his Family, and his NASCAR Family. #cancersucks",1163255141832757248,101,2019-08-19 01:03:32,Twitter for Android,1,0,0
2612,Exercise selfie! Day #12...I was allowed to go take a walk besides the L shape on my floor. Definitely did my soul some good! #summerselfiebingo #KidderPride #cancersucks #ivegotthis https://t.co/viFYoVRp4C,1163248321680543744,206,2019-08-19 00:36:26,Twitter Web App,10,0,1
2613,"Sprite had a blast at the dog park with a friend today.  I just love the part at the end where she prances towards Mary so proud of herself. 
😄👍🐕❤️👍
#savoreverymoment
#labsrock
#screwprostatecancer #cancersucks… https://t.co/OrQCYx4FiT",1163247742036000768,235,2019-08-19 00:34:08,Instagram,0,0,1
2614,"Hall pass is over.
If all goes well, she will get an early release this week to be an out-patient. 
#cancersucks #LeukemiaSucks #PrincessMaragretCancerCentre @ The Princess Margaret Cancer Foundation https://t.co/Ts4LKxeBys",1163246869461389312,223,2019-08-19 00:30:40,Instagram,5,0,1
2615,"@pulte I lost both of my parents to cancer. Sad that my youngest twins never got to meet my father, their grandfather.#CancerSucks",1163246722065293314,130,2019-08-19 00:30:05,Twitter for iPhone,0,0,-1
2616,"I see so many cancer organizations that make cancer treatment seem like a limited experience, that there’s an end. Another way the public is deceived by how serious and hideous cancer is. #cancersucks #FUOvariancancer",1163244999032504322,217,2019-08-19 00:23:14,Twitter for iPhone,0,0,1
2617,my heart💗💗miss you more and more everyday💗 #cancersucks #stage4breastcancer #4years #myguardianangel #mybestfriend https://t.co/g9Kj3l28cS,1163243659913048064,138,2019-08-19 00:17:55,Twitter for iPhone,0,0,1
2618,"This is a photo of my brother, J.P., sometime in the early 80's.   He's been gone now for ten years.  I miss you.  #Cancersucks https://t.co/rIORwF0Gx8",1163242762805874688,151,2019-08-19 00:14:21,Twitter Web App,0,0,1
2619,@pulte Bless her heart. Prayers to her and her family! #CancerSucks $TylerAllen360,1163239791200100352,82,2019-08-19 00:02:32,Twitter for Android,0,0,0
2620,"Said goodbye to a wonderful man today, you deserved a chance and 4 days isn’t enough time😢 Rip grandpa jorg #cancersucks https://t.co/rk1yh4xQVJ",1163239533107961856,144,2019-08-19 00:01:31,Twitter for iPhone,7,0,1
2621,"♥️ Medical assistance for Cindy ♥️
SHARE RETWEET SUPPORT DONATE

⬇️PLEASE SUPPORT⬇️

https://t.co/Sr0JgKA4ee  

@NT12MESWTH23
Medicalbills,chemo #cancersucks #Help #Support #Donate #Viral__Funding #CrowdFund #CrowdFunding @Gofundme #Gofundme #Gofundme #fundraising https://t.co/Cru72bFANQ",1163239183932174342,288,2019-08-19 00:00:08,Social Media Publisher App ,0,0,0
2622,"Cancer survivors, you are brave and strong and loved. Never forget it for a moment. #cancersucks #cancerwarriors",1163233317912752128,112,2019-08-18 23:36:49,Twitter for iPhone,79,3,1
2623,Road Trip is the perfect metaphor for a cancer journey. Full of ups and downs; good and bad; hope and unease. #CancerSucks but #TravelHeals Could you use a healing retreat? https://t.co/g9neYwukdp https://t.co/c4CJiZTkat,1163227941217755136,220,2019-08-18 23:15:27,The Social Jukebox,0,0,1
2624,"Having to represent my cousin tmrw as her work now wants to dismiss her due to her living longer than she was diagnosed 
#cancer #cancersucks #Equality #disabilty #rights",1163227660358692864,170,2019-08-18 23:14:20,Twitter for Android,3,0,1
2625,13 years ago the word Neuroblastoma changed our lives forever. #findacure #cancersucks #Imissmybabyboy https://t.co/XrAnd1yiVo,1163224843107651584,126,2019-08-18 23:03:08,Twitter for iPhone,11,0,0
2626,"#CancerSucks, but this moment is beautiful! https://t.co/2RG6dj0vfh",1163219171330732032,67,2019-08-18 22:40:36,Twitter for iPhone,1,0,1
2627,"Worry about what really matters.  Igniting Courage Podcast E41 on iTunes, Stitcher, Spotify and Google Podcast, and here!  https://t.co/vWmrDqeB66
#courageconquersall  #lifetakesguts #cancersucks #bald #munsoncancerfund #cancerfund #cancerresearch #cancerfundraiser #cancer https://t.co/oamzVnCqrY",1163219035103907842,297,2019-08-18 22:40:04,Buffer,0,0,1
